2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005458,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,130.75,12/31/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005459,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,61.27,7/31/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005460,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,61.29,8/31/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005461,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,59.32,9/30/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005462,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,59.33,10/30/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005463,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,61.32,11/30/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005464,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,61.33,12/31/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005478,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.06,10/14/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005479,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.06,11/13/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005480,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.06,12/11/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005481,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,26.97,12/11/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005482,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,28.88,11/13/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005483,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,28.87,10/14/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005484,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,29.80,8/14/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005485,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,30.78,9/14/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005486,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,32.76,1/14/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005487,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.06,8/14/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005488,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.07,9/14/2009,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0005489,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.07,1/14/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006149,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,49.46,1/29/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006150,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,27.67,2/26/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006151,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,32.61,3/31/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006152,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,29.65,4/30/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006153,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,27.68,5/28/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006154,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,32.62,6/30/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006168,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,128.71,1/29/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006169,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,98.62,2/22/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006170,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,107.95,3/31/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006171,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,103.68,4/30/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006172,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,114.75,5/28/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006173,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,122.54,6/30/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006184,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.06,2/11/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006185,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,26.99,2/11/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006186,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.06,3/11/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006187,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,27.00,3/11/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006188,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.05,4/13/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006189,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,31.83,4/13/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006190,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.04,5/13/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006191,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,28.95,5/13/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006192,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.04,6/11/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,,,R0006193,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,28.00,6/11/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006546,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.04,7/14/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006547,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,31.87,7/14/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006548,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.04,8/12/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006549,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,28.02,8/12/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006550,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.05,9/14/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006551,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,29.10,9/14/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006552,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.04,10/14/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006553,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,24.47,10/14/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006554,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.04,11/12/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006555,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,22.44,11/12/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006556,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.04,12/13/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006557,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,24.00,12/13/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006559,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,29.66,7/30/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006560,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,31.64,8/31/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006561,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,29.67,9/30/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006562,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,28.68,10/29/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006563,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,31.65,11/30/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,2,,,R0006564,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,30.66,12/31/2010,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,3,,,R0007187,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,98.16,1/31/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,3,,,R0007188,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,87.51,2/28/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,3,,,R0007189,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,92.11,3/31/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,3,,,R0007190,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,100.47,4/29/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,3,,,R0007191,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,105.12,5/31/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,3,,,R0007192,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,101.76,6/30/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,4,,,R0007435,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,105.28,7/29/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,4,,,R0007436,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,88.54,8/31/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,4,,,R0007437,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,76.78,9/30/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,4,,,R0007438,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,79.39,10/31/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,4,,,R0007439,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,76.85,11/30/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,4,,,R0007440,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,79.43,12/30/2011,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007639,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,79.23,1/31/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007640,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,74.14,2/29/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007641,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,76.73,4/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007642,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,79.31,5/31/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007643,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,76.77,6/29/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007644,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,79.27,3/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007645,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,1/13/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007646,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,15.03,1/13/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007647,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,2/13/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007648,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,3/13/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007649,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,4/12/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007650,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,5/11/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007651,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,6/13/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007652,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,15.01,2/13/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007654,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,14.04,3/13/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007655,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,14.53,4/12/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007656,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,14.05,5/11/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007657,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,15.99,6/13/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007658,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,31.70,1/31/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007659,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,28.73,2/28/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007660,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,29.72,3/31/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007661,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,30.72,4/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007662,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,30.72,5/31/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,5,,,R0007663,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,27.01,6/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007665,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,66.98,7/31/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007666,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,66.14,8/31/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007667,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,64.03,9/28/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007668,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,66.18,10/1/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007669,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,64.06,11/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007670,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,64.06,11/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007671,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,66.21,12/31/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007738,E,Quontic Bank,Y,OTHR,,,,Astoria,NY,11105,Q,123.67,11/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007739,E,Quontic Bank,Y,OTHR,,,,Astoria,NY,11105,Q,127.66,10/31/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007740,E,Quontic Bank,Y,OTHR,,,,Astoria,NY,11105,Q,127.66,9/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007741,E,Quontic Bank,Y,OTHR,,,,Astoria,NY,11105,Q,122.60,8/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007742,E,Quontic Bank,Y,OTHR,,,,Astoria,NY,11105,Q,28.69,7/31/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007744,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,3.99,7/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007745,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,3.87,8/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007746,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,3.50,9/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007747,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,4.12,10/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007748,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,3.75,11/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007749,E,Chase Manhattan,Y,CORP,,,,Astoria,NY,11105,Q,3.87,12/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007750,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.01,7/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007751,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,8/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007752,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,9/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007753,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,9/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007754,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,10/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007755,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,11/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007756,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,0.02,12/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007757,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,8.73,7/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007758,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,15.03,8/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007759,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,14.55,9/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007760,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,15.04,10/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007761,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,14.55,11/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,6,,,R0007762,E,Citibank NA,Y,CORP,,,,Astoria,NY,11105,Q,15.04,12/30/2012,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,7,,,R0007904,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,66.40,1/31/2013,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,7,,,R0007905,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,56.29,2/28/2013,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,7,,,R0007906,E,Quontic Bank,Y,OTHR,,,,Astoria,NY,11105,Q,115.71,1/31/2013,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,7,,,R0007907,E,Quontic Bank,Y,OTHR,,,,Astoria,NY,11105,Q,128.01,2/28/2013,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,8,,,R0008086,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,60.06,3/29/2013,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,8,,,R0008087,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,43.06,4/30/2013,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,9,,,R0008898,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,27.20,5/31/2013,,,Interest/Dividends,,N,
2013,4,240,P,"Vallone, Jr.",Peter,F,L,9,,,R0008899,E,TD BANK,Y,CORP,,,,Astoria,NY,11105,Q,15.68,6/28/2013,,,Interest/Dividends,,N,
2013,4,264,P,Katz,Melinda,,O,10,,,R0002667,E,Signature Bank,Y,CORP,,,,Brooklyn,NY,11242,K,60.03,7/31/2013,,,Interest/Dividends,,N,
2013,4,264,P,Katz,Melinda,,O,10,,,R0002672,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,480333.00,8/5/2013,,,Public Funds Payment,,N,
2013,4,264,P,Katz,Melinda,,O,11,,,R0003009,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,61378.00,8/15/2013,,,Public Funds Payment,,N,
2013,4,264,P,Katz,Melinda,,O,12,,,R0003379,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,7239.00,8/28/2013,,,Public Funds Payment,,N,
2013,4,264,P,Katz,Melinda,,O,12,,,R0003551,E,Signature Bank,Y,CORP,,,,Brooklyn,NY,11242,K,119.61,8/30/2013,,,Interest/Dividends,,N,
2013,4,264,P,Katz,Melinda,,O,12,,,R0003619,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,126728.00,9/6/2013,,,Public Funds Payment,,N,
2013,4,264,P,Katz,Melinda,,O,13,,,R0004145,E,N.Y.C. Campaign Finance Board,Y,CFB,,,,New York,NY,10006,,28101.00,9/26/2013,,,Public Funds Payment,,N,
2013,4,264,P,Katz,Melinda,,O,13,,,R0004194,E,Signature Bank,Y,CORP,,,,Brooklyn,NY,11242,K,84.22,9/30/2013,,,Interest/Dividends,,N,
2013,4,264,P,Katz,Melinda,,O,6,,,R0000532,E,Signature Bank,Y,CORP,,,,Brooklyn,NY,11242,K,2.38,12/31/2012,,,Interest/Dividends,,N,
2013,4,264,P,Katz,Melinda,,O,7,,,R0001018,E,Signature Bank,Y,CORP,,,,Brooklyn,NY,11242,K,29.55,1/31/2013,,,Interest/Dividends,,N,
2013,4,264,P,Katz,Melinda,,O,7,,,R0001343,E,Signature Bank,Y,CORP,,,,Brooklyn,NY,11242,K,34.74,2/28/2013,,,Interest/Dividends,,N,
